pair_id,label,New Label,c_u
4274088675#2671772709,1,0,80cc20_100
3363359849#3232083339,1,0,80cc20_100
1320992607#1434305170,0,1,80cc20_100
29299658960#29607898384,1,0,80cc20_100
5206198663#5185595733,1,0,80cc20_100
4590185312#1639324466,0,1,80cc20_100
2016866285#1743052872,1,0,80cc20_100
2281691154#2523741989,1,0,80cc20_100
1903466347#1944864795,1,0,80cc20_100
1665894324#1656969937,0,1,80cc20_100
212394033260#189546061243,1,-1,80cc20_100
1711846546#2159160651,1,0,80cc20_100
1431851220#4524153991,0,1,80cc20_100
4479070818#4823801269,1,0,80cc20_100
4636143697#2073669601,0,1,80cc20_100
3633572726#1303518148,1,0,80cc20_100
415654814203#2292556895,0,1,80cc20_100
90189178714#69054998391,1,0,80cc20_100
5194582482#5076405390,1,0,80cc20_100
3927040910#2057186168,1,0,80cc20_100
4272137501#3993296567,1,0,80cc20_100
69055008791#90189177809,1,0,80cc20_100
2114279054#1372557160,1,-1,80cc20_100
3995923367#3495408683,1,0,80cc20_100
156273955489#406088738482,1,-1,80cc20_100
111110399548#117154450703,1,-1,80cc20_100
3249354040#4703840109,0,1,80cc20_100
4391918874#3949154929,1,0,80cc20_100
5163452200#91686025987,1,0,80cc20_100
2062285767#1431851220,0,1,80cc20_100
2068654074#5163452200,0,1,80cc20_100
1965402836#2007329552,1,0,80cc20_100
4776817109#5123189265,1,0,80cc20_100
3846877365#3652959254,1,0,80cc20_100
1592367367#1600123318,1,0,80cc20_100
4272843119#3648903741,1,0,80cc20_100
4808240601#4720990748,1,-1,80cc20_100
2183428945#2119388082,1,-1,80cc20_100
14613461939#2455800880,1,0,80cc20_100
4212827921#1902954948,1,0,80cc20_100
3072524524#3972766136,1,0,80cc20_100
4777051438#14613588147,1,0,80cc20_100
114401992972#50016874555,1,0,80cc20_100
2073668282#2065023459,1,0,80cc20_100
3648904752#1912538880,1,-1,80cc20_100
3485676898#1634282666,1,0,80cc20_100
314601953357#309312101477,1,0,80cc20_100
5169253299#18466210670,1,-1,80cc20_100
3860775024#3816455026,1,0,80cc20_100
4705427861#4878082767,1,-1,80cc20_100
4526688596#3913554478,1,0,80cc20_100
1878732185#1914706723,1,0,80cc20_100
314601336135#309312102749,1,-1,80cc20_100
564144132292#302839388028,1,-1,80cc20_100
1712137054#2065023453,1,0,80cc20_100
1716261756#1659951159,1,0,80cc20_100
5209073343#25244788647,1,-1,80cc20_100
4035397646#4530026055,1,0,80cc20_100
3628839717#3436663620,0,1,80cc20_100
3075628047#2340035845,1,0,80cc20_100
4716857454#25405387739,1,0,80cc20_100
1859920904#2947790103,1,0,80cc20_100
4897862520#4899954714,1,-1,80cc20_100
1830214692#3402256673,1,0,80cc20_100
4165283827#4206310186,0,1,80cc20_100
2073669601#1401982309,1,0,80cc20_100
5169252712#138961977066,1,0,80cc20_100
1483087859#1639324466,0,1,80cc20_100
69607735174#88520940864,1,0,80cc20_100
4165283827#4435666805,0,1,80cc20_100
3715869354#4261128456,1,0,80cc20_100
1805614122#1723151709,1,0,80cc20_100
3972766136#4272137501,0,-1,80cc20_100
3289002505#3927439605,1,0,80cc20_100
1701593387#2062285767,1,0,80cc20_100
4226781300#4529171947,1,0,80cc20_100
2061673701#1430989592,1,-1,80cc20_100
4973150488#14613466961,1,0,80cc20_100
2059125338#2059977717,1,0,80cc20_100
4808240616#4720990747,1,-1,80cc20_100
1479236025#1320992608,1,0,80cc20_100
4451342530#4897454488,1,0,80cc20_100
5185244731#156277076551,1,-1,80cc20_100
4215058789#3319075608,1,0,80cc20_100
2062285767#4635981164,0,1,80cc20_100
227607176751#2123106282,1,-1,80cc20_100
4181867888#3929215225,1,0,80cc20_100
3931049291#4254790911,1,0,80cc20_100
415654814203#415654832276,1,0,80cc20_100
4636508851#2027457810,1,0,80cc20_100
2640338192#3290768654,1,0,80cc20_100
2117971015#4145496082,1,0,80cc20_100
5169257472#18468580547,1,-1,80cc20_100
3052169593#3052760872,1,0,80cc20_100
1349608070#2058494409,1,-1,80cc20_100
4436356008#4623788579,1,0,80cc20_100
1446739157#1590527066,1,0,80cc20_100
3715240690#1929467433,1,-1,80cc20_100
3033446767#2111818909,1,0,80cc20_100
3461052410#3445564730,1,0,80cc20_100
1347237190#4623934568,1,0,80cc20_100
3446029032#4077473357,1,0,80cc20_100
4636522140#4444948728,1,0,80cc20_100
2061441544#2283920901,1,0,80cc20_100
4006530352#2118643101,1,0,80cc20_100
1708981181#4005134611,1,0,80cc20_100
2027457633#4636382579,1,0,80cc20_100
4514271066#4401898255,1,0,80cc20_100
4944579314#2296451977,1,-1,80cc20_100
2063873633#3641396498,1,-1,80cc20_100
1354017991#2057211704,0,-1,80cc20_100
3501315747#3487828531,1,0,80cc20_100
3946838650#4804117479,1,0,80cc20_100
2057211704#1417009342,1,0,80cc20_100
3770456617#4354044382,1,0,80cc20_100
4242696539#4705427870,1,0,80cc20_100
4447023801#4323500487,1,0,80cc20_100
2058531412#4254790911,0,1,80cc20_100
4285491833#4285709207,1,0,80cc20_100
4897454823#4897454510,0,1,80cc20_100
2063839578#1774582761,1,-1,80cc20_100
4108691753#3494236195,1,0,80cc20_100
156274815378#1639324466,1,0,80cc20_100
1556785910#1487584016,1,0,80cc20_100
4129173722#4159034451,1,-1,80cc20_100
10553947604#5134159053,1,0,80cc20_100
3287136303#2180579787,1,0,80cc20_100
2455842712#14613464513,1,0,80cc20_100
4642512906#4944512773,1,0,80cc20_100
88520940864#90189178714,0,1,80cc20_100
3363374184#5185529458,1,0,80cc20_100
29607392514#29298304831,1,0,80cc20_100
2119388077#2183963548,1,0,80cc20_100
4161509156#4804117479,0,1,80cc20_100
3240377870#14613460476,1,0,80cc20_100
3525475722#14613465315,1,0,80cc20_100
3809186919#1882929309,0,1,80cc20_100
1667288610#2070025653,1,0,80cc20_100
2026069710#4442444769,1,-1,80cc20_100
4165283827#2070691342,1,0,80cc20_100
3056884476#3077743360,1,-1,80cc20_100
87008148161#69609155599,1,0,80cc20_100
212771874474#187508564338,1,0,80cc20_100
4260680249#4286394339,1,0,80cc20_100
4479096850#4897454517,0,1,80cc20_100
2339749085#1537709306,1,0,80cc20_100
1639412951#2073669601,0,1,80cc20_100
4828655959#4165922067,1,0,80cc20_100
156276601478#14613455236,1,0,80cc20_100
2027457805#4636508845,1,0,80cc20_100
3045566056#3072564418,1,0,80cc20_100
